preco,bairro,area,quartos,suites,vagas,andar,banheiros,salao de festas,mobiliado,varanda,academia,espaco gourmet,playground,churrasqueira,piscina
R$ 1.500.000,Itacorubi,101,3,0,3,,3,0,0,0,0,0,0,0,0
R$ 2.181.526,Centro,142,2,0,2,,3,0,0,0,0,0,0,0,0
R$ 2.200.000,Agronômica,93,2,2,1,10,3,1,0,1,1,1,1,1,0
R$ 3.200.000,Agronômica,157,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 1.320.000,Agronômica,90,3,1,1,6,2,0,0,1,0,0,0,1,1
R$ 4.000.000,Agronômica,169,3,3,2,8,4,1,0,1,1,1,1,1,1
R$ 2.288.478,Agronômica,101,3,1,0,8,2,0,0,0,0,1,1,1,1
R$ 750.000,Agronômica,58,1,0,1,,1,1,0,1,1,1,1,1,1
R$ 678.941,Trindade,37,1,0,1,,1,1,0,0,1,1,1,0,0
R$ 1.650.000,Agronômica,79,2,1,2,,3,1,1,0,1,0,1,0,0
R$ 2.100.000,Agronômica,152,3,1,2,2,3,1,0,1,1,1,0,1,0
R$ 3.417.000,Estreito,159,3,3,2,,2,1,0,0,1,1,1,0,0
R$ 2.750.000,Agronômica,209,3,3,2,,4,1,0,1,1,0,1,1,1
R$ 621.569,Trindade,38,1,0,1,,1,1,0,0,1,0,0,0,0
R$ 2.650.000,Agronômica,157,3,3,3,,4,0,1,1,0,0,1,1,1
R$ 14.669.000,Agronômica,310,4,4,3,,6,1,0,1,0,0,1,1,0
R$ 2.461.205,Agronômica,258,3,1,2,15,3,0,0,0,1,0,1,1,1
R$ 750.000,Agronômica,56,1,0,1,,1,1,0,1,0,0,0,1,1
R$ 1.325.000,Itacorubi,96,3,1,2,2,2,1,0,1,1,0,0,1,1
R$ 1.300.000,Trindade,93,3,1,2,,2,1,1,1,1,1,0,1,0
R$ 1.070.000,Agronômica,61,2,1,1,6,2,1,1,0,1,0,1,1,1
R$ 1.490.000,Agronômica,101,3,1,1,,3,1,0,1,1,0,1,0,0
R$ 2.120.000,Trindade,95,3,1,2,6,2,1,0,0,1,1,1,1,1
R$ 1.910.000,Estreito,74,2,1,1,5,2,1,0,1,0,1,1,1,1
R$ 2.600.000,Itacorubi,170,4,2,3,,5,1,0,0,0,1,1,1,1
R$ 2.400.000,Agronômica,127,3,2,2,,4,1,0,0,0,0,1,0,0
R$ 1.498.000,Itacorubi,94,3,1,2,,3,1,0,0,1,1,1,1,1
R$ 2.350.000,Agronômica,102,2,0,2,,3,0,0,0,0,0,0,0,0
R$ 2.950.000,Agronômica,94,2,2,2,,3,0,0,0,0,0,0,0,0
R$ 1.400.000,Agronômica,83,3,1,2,,2,1,0,1,0,0,1,0,1
R$ 1.800.000,Itacorubi,128,4,1,2,,2,1,0,0,0,1,1,1,0
R$ 1.400.000,Itacorubi,94,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.890.000,Estreito,100,3,1,2,9,3,1,1,1,1,0,1,1,0
R$ 2.090.000,Agronômica,127,3,3,2,3,,1,0,1,0,0,1,1,1
R$ 440.000,Itacorubi,25,,1,1,17,1,0,1,0,1,0,0,0,1
R$ 870.000,Jardim Atlântico,91,2,1,1,,2,1,0,0,1,1,1,1,1
R$ 1.810.000,Agronômica,154,3,1,2,,3,0,1,1,0,0,0,0,0
R$ 580.000,Trindade,31,1,1,1,,1,0,1,0,0,0,0,0,0
R$ 2.320.000,Estreito,126,3,3,1,,4,1,0,0,1,0,1,0,0
R$ 2.720.000,Agronômica,236,3,3,2,9,5,1,1,1,1,0,0,0,1
R$ 3.200.000,Agronômica,169,3,3,0,,3,0,0,0,0,0,0,0,0
R$ 1.490.000,Itacorubi,79,3,1,2,,2,0,0,1,1,1,1,0,1
R$ 3.090.000,Estreito,120,3,2,2,6,3,1,0,1,1,1,1,1,1
R$ 475.000,Trindade,30,1,0,1,1,1,1,0,0,0,0,0,0,0
R$ 1.400.000,Agronômica,112,3,1,2,5,3,1,0,1,1,1,0,0,1
R$ 2.137.515,Agronômica,220,3,1,2,13,3,0,0,0,1,0,1,1,1
R$ 2.900.000,Agronômica,167,4,2,2,9,5,0,0,0,0,0,0,0,0
R$ 2.200.000,Agronômica,93,2,0,2,,3,0,0,0,0,0,0,0,0
R$ 2.200.000,Agronômica,127,3,1,2,3,4,1,0,1,1,0,1,0,0
R$ 3.200.000,Agronômica,248,5,3,2,3,5,1,0,0,0,0,0,0,1
R$ 1.399.000,Agronômica,155,3,1,2,4,3,1,1,1,1,0,0,1,0
R$ 1.500.000,Itacorubi,84,3,1,2,6,3,0,1,1,0,0,0,1,1
R$ 1.650.000,Trindade,99,3,3,3,3,4,0,0,0,1,1,1,1,0
R$ 1.490.000,Itacorubi,89,3,1,4,9,2,1,1,1,1,1,1,0,0
R$ 3.300.000,Agronômica,143,3,3,2,,3,0,0,0,0,0,0,0,0
R$ 639.000,Trindade,36,1,0,0,,1,1,0,0,1,1,1,0,0
R$ 799.000,Jardim Atlântico,43,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 1.290.000,Agronômica,70,2,1,2,4,2,1,0,0,1,0,1,0,0
R$ 1.500.000,Trindade,138,2,1,1,,2,1,1,0,0,1,0,0,1
R$ 530.000,Trindade,30,1,0,1,5,1,0,0,0,0,0,1,1,1
R$ 3.017.000,Trindade,148,3,3,1,,4,1,1,1,0,1,1,1,0
R$ 1.399.000,Agronômica,154,3,1,2,,3,1,0,0,0,0,0,1,0
R$ 3.400.000,Agronômica,143,3,3,2,,5,1,1,1,0,0,0,0,0
R$ 2.360.000,Agronômica,168,3,2,2,,3,1,1,1,0,0,1,0,1
R$ 1.499.000,Itacorubi,94,3,1,2,,3,1,0,0,1,1,1,1,1
R$ 1.640.000,Agronômica,100,3,1,2,,3,1,0,1,0,1,1,1,1
R$ 2.258.000,Agronômica,102,3,1,2,8,1,1,1,1,1,0,1,1,1
R$ 1.980.000,Agronômica,206,4,2,2,,4,0,1,1,0,0,0,0,0
R$ 2.640.000,Agronômica,210,3,3,2,1,5,1,1,1,1,0,1,1,0
R$ 2.500.000,Agronômica,93,2,2,2,,1,1,0,1,1,1,1,1,1
R$ 2.500.000,Agronômica,178,4,1,2,,3,0,0,0,0,1,0,1,1
R$ 3.600.000,Agronômica,180,3,3,3,,4,0,0,0,0,0,0,0,0
R$ 2.100.000,Agronômica,94,2,0,2,,3,0,0,0,0,0,0,0,0
R$ 2.500.000,Agronômica,178,4,1,2,2,3,1,0,0,1,1,1,1,1
R$ 2.200.000,Trindade,260,4,0,2,,3,0,0,0,0,0,0,0,0
R$ 1.630.000,Itacorubi,121,4,1,1,5,2,1,1,1,1,1,1,1,0
R$ 1.810.000,Agronômica,160,4,1,2,1,2,0,0,1,0,0,1,1,0
R$ 583.000,Jardim Atlântico,32,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 550.000,Trindade,36,1,0,1,,1,1,0,0,1,0,0,0,0
R$ 6.500.000,Agronômica,221,3,3,4,10,5,1,1,1,1,1,1,1,0
R$ 1.300.000,Itacorubi,90,3,1,2,,1,0,0,0,0,0,0,0,0
R$ 3.400.000,Agronômica,265,4,2,2,3,5,1,0,1,0,1,1,1,0
R$ 2.700.000,Agronômica,295,4,2,2,,4,0,0,0,1,1,1,1,1
R$ 1.890.000,Agronômica,82,3,1,1,2,2,1,1,0,1,1,1,1,1
R$ 2.200.000,Agronômica,94,2,2,1,2,2,1,1,0,1,1,1,1,1
R$ 1.490.000,Agronômica,96,3,1,2,,3,0,0,1,0,0,1,1,1
R$ 2.167.000,Trindade,142,3,3,2,,4,1,0,0,1,0,1,0,0
R$ 5.300.000,Agronômica,250,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 2.600.000,Agronômica,178,4,1,2,4,3,1,0,1,0,1,1,0,1
R$ 1.400.000,Agronômica,202,4,1,2,2,3,1,0,1,1,1,1,0,0
R$ 560.000,Trindade,30,1,0,1,,1,1,0,0,0,0,0,0,0
R$ 2.100.000,Agronômica,152,2,1,2,,4,1,0,0,0,0,0,1,1
R$ 2.750.000,Itacorubi,170,3,2,3,,5,1,1,1,1,0,1,0,1
R$ 1.470.000,Jardim Atlântico,109,3,0,3,,3,0,0,0,0,0,0,0,0
R$ 3.200.000,Agronômica,250,4,2,2,8,5,0,0,0,0,0,0,0,0
R$ 1.400.000,Trindade,79,2,1,2,2,3,1,1,0,0,1,1,0,0
R$ 1.790.000,Agronômica,208,3,0,3,,2,0,0,0,0,0,0,0,0
R$ 660.000,Trindade,33,1,1,1,,1,0,0,0,1,0,0,0,0
R$ 2.290.000,Agronômica,264,3,3,2,5,,1,1,1,1,1,0,1,1
R$ 2.700.000,Agronômica,122,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 1.450.000,Agronômica,70,2,1,1,,2,1,1,1,1,1,0,1,1
R$ 4.450.000,Agronômica,131,3,3,2,,5,1,0,0,0,1,1,1,1
R$ 2.900.000,Agronômica,264,5,1,2,,5,1,0,1,1,1,0,1,1
R$ 2.100.000,Agronômica,154,3,1,2,,4,0,0,0,0,0,0,0,0
R$ 4.550.000,Agronômica,163,2,2,2,13,4,1,0,1,1,1,1,0,0
R$ 2.750.000,Agronômica,149,3,1,2,6,3,0,0,1,0,0,0,0,1
R$ 1.790.000,Agronômica,207,3,1,3,,3,1,0,0,1,1,1,1,1
R$ 2.514.000,Estreito,195,3,3,2,4,4,1,0,1,1,1,1,1,1
R$ 1.490.000,Itacorubi,81,3,0,2,,2,0,0,0,0,0,0,1,0
R$ 3.750.000,Agronômica,283,3,2,2,,5,1,0,0,0,0,0,0,1
R$ 2.100.000,Agronômica,94,2,2,1,7,3,1,0,1,0,1,1,0,1
R$ 1.980.000,Agronômica,206,4,2,2,,4,1,0,0,0,0,0,0,0
R$ 1.790.000,Agronômica,207,3,1,3,,2,1,1,1,0,1,1,1,1
R$ 781.248,Trindade,37,1,0,1,,1,1,0,0,1,0,0,0,0
R$ 2.799.000,Agronômica,284,3,3,5,,4,0,0,0,0,0,0,0,0
R$ 3.300.000,Agronômica,145,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 2.500.000,Agronômica,178,4,1,2,,5,1,0,0,0,0,0,1,0
R$ 3.500.000,Agronômica,128,3,1,2,,2,1,1,1,1,1,1,1,1
R$ 2.850.000,Agronômica,252,4,3,2,1,4,0,0,1,0,0,0,1,1
R$ 1.550.000,Trindade,99,3,3,3,2,4,1,0,0,1,1,0,1,0
R$ 2.440.000,Agronômica,122,3,3,2,,5,1,1,1,1,1,1,1,1
R$ 1.270.000,Itacorubi,98,3,1,2,,2,1,1,1,1,1,1,1,1
R$ 2.500.000,Estreito,348,4,2,4,15,5,1,1,1,1,1,1,1,1
R$ 2.500.000,Agronômica,157,3,3,2,,4,0,0,1,0,0,0,0,0
R$ 2.894.000,Agronômica,237,3,3,2,,1,0,0,0,0,0,0,0,0
R$ 5.450.000,Agronômica,221,3,3,3,6,5,1,1,0,0,1,1,0,0
R$ 2.550.000,Agronômica,90,2,1,1,4,3,0,0,1,0,0,0,1,1
R$ 1.500.000,Agronômica,113,3,1,1,2,3,1,0,1,0,0,0,0,0
R$ 560.000,Trindade,30,1,0,1,,1,1,1,0,0,0,0,0,0
R$ 2.350.000,Agronômica,150,2,1,2,,3,0,0,0,0,0,0,0,0
R$ 686.624,Trindade,32,1,0,1,,1,1,0,1,1,1,0,0,0
R$ 580.000,Trindade,31,1,0,1,,1,0,0,0,0,1,0,0,0
R$ 1.880.000,Itacorubi,111,3,1,2,,2,0,1,1,0,0,1,1,1
R$ 1.800.000,Agronômica,207,3,1,3,,4,1,1,1,0,1,0,1,1
R$ 1.650.000,Agronômica,56,1,0,1,,1,1,1,1,0,0,0,1,1
R$ 3.390.000,Estreito,131,3,3,3,,4,0,0,0,0,0,0,1,0
R$ 3.200.000,Agronômica,168,3,3,2,,1,0,0,0,0,0,0,0,0
R$ 1.900.000,Trindade,113,3,1,2,3,2,1,0,1,1,1,1,1,1
R$ 2.100.000,Itacorubi,144,3,1,2,,2,1,0,0,1,0,1,1,1
R$ 2.680.000,Agronômica,206,3,2,2,,4,0,0,0,0,1,0,1,1
R$ 1.980.000,Centro,257,4,2,2,,5,0,1,1,0,0,0,0,1
R$ 1.700.000,Agronômica,202,4,1,2,2,3,0,0,1,0,0,0,1,1
R$ 2.340.000,Agronômica,105,2,0,2,,3,0,0,0,0,0,0,0,0
R$ 1.700.000,Agronômica,207,2,1,3,,4,1,0,0,1,0,1,1,1
R$ 4.200.000,Agronômica,131,3,0,3,,5,0,0,0,0,0,0,0,0
R$ 3.100.000,Balneário,497,3,1,4,,2,0,0,0,0,0,0,0,0
R$ 1.400.000,Agronômica,112,3,1,2,4,3,0,1,1,0,0,0,1,1
R$ 7.500.000,Agronômica,381,4,4,3,,6,0,1,0,0,0,0,0,0
R$ 2.600.000,Agronômica,178,4,1,2,,3,1,0,1,0,1,0,0,1
R$ 11.944.000,Agronômica,199,3,0,3,,5,0,0,0,0,0,0,0,0
R$ 3.100.000,Agronômica,157,3,1,2,1,1,1,0,0,0,0,0,1,0
R$ 8.050.000,Agronômica,199,3,3,3,2,,1,1,1,1,1,1,1,1
R$ 2.650.000,Agronômica,122,3,3,3,9,5,1,1,1,1,1,1,1,1
R$ 3.320.000,Itacorubi,191,4,4,3,11,5,1,1,0,1,1,1,1,1
R$ 841.707,Trindade,43,1,0,1,,1,1,0,0,1,1,1,1,0
R$ 13.990.000,Agronômica,210,3,3,5,15,6,1,0,0,0,1,1,1,0
R$ 2.300.000,Centro,101,2,2,1,9,3,1,0,0,0,1,1,0,0
R$ 1.295.000,,96,3,1,2,3,2,0,0,1,0,0,0,1,1
R$ 1.800.000,Agronômica,208,4,2,3,10,4,1,1,0,0,1,1,0,1
R$ 2.500.000,Agronômica,256,3,2,2,,5,1,1,1,0,1,1,1,1
R$ 3.400.000,Agronômica,143,3,3,2,,4,1,1,1,0,0,0,0,0
R$ 2.454.225,Agronômica,124,3,1,2,,2,1,0,0,1,0,1,0,1
R$ 2.862.000,Agronômica,265,4,2,2,,3,1,0,1,0,0,0,0,0
R$ 1.400.000,Córrego Grande,94,3,0,3,,2,0,0,0,0,0,0,0,0
R$ 2.272.785,Agronômica,12,3,0,3,8,4,0,0,1,0,0,0,0,1
R$ 2.300.000,Agronômica,106,2,2,2,4,2,1,1,0,1,1,0,1,0
R$ 2.360.000,Agronômica,168,4,2,2,5,4,0,0,1,0,0,0,1,1
R$ 1.980.000,Agronômica,287,4,2,2,1,4,0,0,1,0,0,0,0,0
R$ 550.000,Trindade,31,1,0,1,,1,1,1,1,0,0,0,1,0
R$ 890.000,Itacorubi,83,3,1,1,,2,0,1,1,0,1,1,1,0
R$ 2.600.000,Agronômica,110,3,1,2,,2,1,0,1,0,1,1,1,1
R$ 550.000,Trindade,30,1,0,1,2,1,1,1,0,0,0,0,0,0
R$ 2.120.000,Itacorubi,124,3,1,2,,3,1,1,1,1,1,1,1,1
R$ 2.800.000,Estreito,348,4,3,2,15,2,0,0,0,0,0,0,0,0
R$ 4.890.000,Agronômica,220,4,3,3,,5,1,1,1,1,1,1,1,1
R$ 2.600.000,Agronômica,178,,1,2,3,,1,1,0,0,1,1,1,1
R$ 5.200.000,Agronômica,131,3,3,3,,4,1,0,0,0,1,1,1,1
R$ 560.000,Trindade,30,1,0,1,,1,1,0,0,1,1,0,1,0
R$ 2.500.000,Centro,157,3,1,2,4,2,1,1,1,0,0,0,1,0
R$ 5.500.000,Agronômica,170,3,3,2,,4,1,0,1,1,1,1,1,1
R$ 1.600.000,Agronômica,98,3,2,2,,2,1,0,1,0,1,0,1,1
R$ 3.100.000,Agronômica,207,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 2.490.000,Estreito,258,2,2,3,,4,1,1,1,1,1,1,1,0
R$ 2.450.000,Agronômica,206,4,2,2,6,4,1,0,1,1,1,0,1,1
R$ 1.800.000,Itacorubi,128,4,1,2,5,4,0,0,0,1,1,1,1,1
R$ 8.900.000,Agronômica,490,4,4,4,,6,1,1,1,1,1,0,1,1
R$ 1.600.000,Estreito,207,4,2,2,7,5,1,0,1,0,1,0,1,1
R$ 1.800.000,Itacorubi,127,4,1,2,,3,1,0,1,1,1,1,0,1
R$ 2.690.000,Agronômica,95,2,2,1,4,2,0,0,0,0,0,0,0,0
R$ 1.750.000,Agronômica,156,3,1,2,,2,1,0,1,1,1,1,1,1
R$ 1.530.000,Agronômica,95,3,1,2,,2,1,0,0,0,0,1,0,0
R$ 2.600.000,Estreito,348,4,2,4,,1,0,0,0,0,0,0,0,0
R$ 3.850.000,Agronômica,238,4,2,3,,5,1,0,0,0,1,1,1,1
R$ 1.320.000,Agronômica,90,3,1,1,6,2,0,0,1,0,0,0,1,1
R$ 3.400.000,Agronômica,143,3,3,2,6,4,1,0,0,0,1,1,0,0
R$ 1.650.000,Estreito,241,3,3,2,7,4,1,1,1,0,0,0,1,1
R$ 2.499.000,Agronômica,216,3,1,2,,3,0,0,1,0,0,1,1,1
R$ 2.650.000,Itacorubi,189,3,2,3,,1,1,0,0,0,1,1,1,1
R$ 1.000.045,Itacorubi,87,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 1.450.000,Itacorubi,80,3,1,1,6,2,0,0,0,1,1,1,1,1
R$ 1.650.000,Estreito,137,3,0,3,,4,0,0,0,0,0,0,0,0
R$ 1.980.000,Agronômica,163,3,3,2,,1,0,0,0,0,0,0,1,1
R$ 580.000,Trindade,31,1,0,1,,1,0,1,1,0,1,0,0,0
R$ 1.650.000,Estreito,137,3,3,2,7,4,1,0,0,0,1,1,0,1
R$ 2.800.000,Agronômica,277,3,1,2,12,4,1,1,1,0,1,0,1,1
R$ 2.750.000,Agronômica,209,3,1,2,2,4,1,0,1,1,0,0,1,0
R$ 1.385.000,Agronômica,121,3,1,1,4,2,0,1,1,0,0,0,1,1
R$ 2.926.000,Estreito,169,3,3,3,17,4,1,0,1,1,1,1,1,1
R$ 2.490.000,Agronômica,210,3,3,2,1,4,1,0,0,1,1,0,1,0
R$ 4.450.000,Agronômica,131,3,0,3,,4,0,0,0,0,0,0,0,0
R$ 2.800.000,Itacorubi,224,,1,3,,,1,1,0,1,1,0,1,1
R$ 615.000,Trindade,31,1,0,1,2,1,0,0,0,0,0,0,0,0
R$ 2.000.000,Agronômica,206,4,2,2,,4,1,0,0,0,0,0,0,1
R$ 3.200.000,Agronômica,240,4,2,2,3,5,0,0,1,0,0,0,1,1
R$ 9.000.000,Agronômica,316,3,3,4,,5,1,1,1,1,0,1,0,1
R$ 2.433.560,Itacorubi,185,4,4,2,,5,1,0,0,0,1,1,1,1
R$ 4.790.000,Agronômica,128,3,1,2,,3,1,1,1,1,1,1,1,1
R$ 3.500.000,Agronômica,219,3,3,3,,4,1,0,0,1,0,1,1,0
R$ 1.490.000,Itacorubi,95,3,1,2,,2,0,0,1,0,0,1,0,0
R$ 1.990.000,Agronômica,206,4,2,2,1,4,0,0,0,0,0,0,0,0
R$ 3.000.000,Agronômica,219,3,1,2,2,3,1,0,1,1,1,1,1,1
R$ 1.926.000,Canto,170,4,0,4,,5,0,0,0,0,0,0,0,0
R$ 4.500.000,Agronômica,168,3,3,2,,4,1,1,1,1,1,0,1,1
R$ 1.695.000,Itacorubi,99,3,1,2,,2,1,0,1,1,0,1,1,1
R$ 2.990.000,Balneário,350,3,1,3,,4,1,0,1,0,0,0,1,1
R$ 1.960.000,Agronômica,152,,1,2,1,,1,0,1,1,1,0,1,0
R$ 4.950.000,Agronômica,226,3,3,2,,5,1,0,0,1,0,0,0,1
R$ 3.400.000,Agronômica,146,3,3,2,2,4,1,1,0,0,0,0,0,0
R$ 3.200.000,Agronômica,224,4,2,2,,5,1,0,0,0,0,0,1,1
R$ 1.400.000,Centro,93,3,1,1,3,2,1,0,1,1,1,1,1,1
R$ 8.350.000,Agronômica,212,4,4,3,10,6,1,1,1,1,1,1,1,1
R$ 2.608.000,Itacorubi,170,3,2,3,8,5,1,0,0,0,1,1,0,0
R$ 2.200.000,Agronômica,206,4,0,4,,5,0,0,0,0,0,0,0,0
R$ 4.200.000,Centro,175,3,3,2,1,1,1,1,1,0,0,1,1,1
R$ 2.868.000,Agronômica,178,2,1,2,5,2,1,1,1,1,1,0,0,1
R$ 2.437.396,Agronômica,12,3,1,3,15,4,0,0,1,0,0,0,0,1
R$ 4.800.000,Agronômica,237,3,2,2,11,5,1,0,1,1,1,0,1,1
R$ 3.417.000,Estreito,159,3,3,2,,4,1,0,0,1,0,0,0,0
R$ 4.450.000,Agronômica,131,3,3,2,,4,1,0,0,1,0,1,1,1
R$ 2.500.000,Agronômica,178,4,1,2,4,3,0,0,1,0,0,0,1,1
R$ 440.000,Itacorubi,25,1,1,1,,1,0,1,0,1,0,0,0,1
R$ 4.500.000,Agronômica,168,3,3,2,,4,1,0,1,0,1,1,1,1
R$ 12.373.000,Agronômica,308,4,0,4,,6,0,0,0,0,0,0,0,0
R$ 4.200.000,Agronômica,267,3,3,3,,4,1,0,0,0,1,1,1,1
R$ 3.200.000,Agronômica,146,3,3,2,,3,1,0,0,0,1,0,0,0
R$ 5.450.000,Agronômica,221,3,0,3,,5,0,0,0,0,0,0,0,0
R$ 1.980.000,Agronômica,162,3,1,2,6,3,1,0,0,0,0,0,1,1
R$ 3.400.000,Agronômica,143,3,3,2,6,3,0,0,1,0,0,0,0,0
R$ 4.450.000,Agronômica,131,3,3,2,,5,1,1,1,0,0,1,0,0
R$ 2.300.000,Agronômica,197,3,3,2,,5,1,1,1,1,1,1,1,1
R$ 2.000.000,Trindade,167,4,1,2,2,3,1,0,0,0,0,0,0,0
R$ 2.868.000,Agronômica,178,2,1,2,,1,0,0,0,0,1,0,0,1
R$ 740.000,Trindade,71,2,1,2,5,2,1,1,1,0,0,0,1,1
R$ 1.480.000,Itacorubi,96,,1,3,9,,1,1,1,1,0,1,1,1
R$ 850.000,Itacorubi,69,2,1,1,6,2,1,0,1,0,1,1,0,1
R$ 13.000.000,Agronômica,316,3,3,4,,4,1,0,1,0,0,1,1,1
R$ 2.700.000,Agronômica,122,3,3,2,10,5,1,1,1,0,0,1,1,0
R$ 2.200.000,Agronômica,111,3,0,3,,3,0,0,0,0,0,0,0,0
R$ 2.350.000,Agronômica,177,3,1,2,,4,1,1,1,0,1,0,0,1
R$ 3.100.000,Capoeiras,227,3,2,4,17,3,0,0,1,0,0,0,0,1
R$ 2.400.000,Itacorubi,180,3,3,4,3,3,0,0,1,0,0,0,1,1
R$ 560.000,Trindade,31,1,0,1,,1,0,1,1,0,1,0,0,0
R$ 2.300.000,Itacorubi,227,3,3,4,,5,1,1,1,1,1,1,1,1
R$ 2.600.000,Itacorubi,170,4,2,3,3,4,1,0,0,1,1,0,1,1
R$ 3.069.000,Estreito,133,3,3,3,,4,1,1,1,1,1,1,0,1
R$ 8.000.000,Agronômica,211,4,4,4,,5,1,1,1,0,0,0,1,1
R$ 1.650.000,Itacorubi,127,4,2,2,,3,0,0,0,0,0,1,1,1
R$ 440.000,Itacorubi,25,1,1,1,,1,0,1,0,1,0,0,0,1
R$ 2.750.000,Agronômica,210,3,2,2,,3,1,0,1,1,1,0,0,0
R$ 2.750.000,Agronômica,149,3,1,2,3,2,1,0,0,1,1,1,1,1
R$ 2.500.000,Agronômica,157,2,1,2,,4,0,0,1,0,0,0,0,0
R$ 2.500.000,Agronômica,178,4,1,2,4,3,1,1,0,0,0,0,0,1
R$ 2.660.000,Agronômica,157,3,3,2,4,4,0,0,1,0,0,0,0,0
R$ 2.500.000,Agronômica,178,4,1,2,,3,1,1,1,0,1,0,1,1
R$ 750.000,Trindade,34,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 2.060.000,Agronômica,178,4,1,2,3,3,0,0,0,0,0,0,0,0
R$ 3.900.000,Agronômica,291,4,3,2,,5,1,0,0,0,0,0,0,1
R$ 8.350.000,Agronômica,211,4,4,3,,6,1,0,1,0,0,0,1,1
R$ 2.500.000,Agronômica,216,3,1,2,4,3,0,0,1,0,0,0,0,0
R$ 2.590.000,Agronômica,121,3,0,3,,3,0,0,0,0,0,0,0,0
R$ 2.980.000,Itacorubi,227,3,3,2,4,4,1,1,1,1,1,1,1,1
R$ 2.300.000,Agronômica,265,4,3,2,5,5,1,0,1,1,0,1,0,1
R$ 2.990.000,Agronômica,143,3,3,2,,4,1,0,0,0,0,0,0,0
R$ 3.400.000,Agronômica,277,3,2,3,,6,1,0,1,0,1,0,1,1
R$ 1.075.000,Canto,107,3,1,2,,3,0,0,0,0,0,0,0,0
R$ 3.200.000,Agronômica,225,4,2,2,3,4,1,1,0,0,0,0,0,1
R$ 2.120.000,Trindade,95,3,1,2,,2,1,0,0,0,1,1,1,1
R$ 6.500.000,Agronômica,222,4,3,4,10,5,0,1,1,0,0,0,1,1
R$ 1.489.000,Itacorubi,79,3,1,2,7,2,0,1,1,0,0,0,1,1
R$ 3.490.000,Agronômica,272,3,1,3,,3,0,1,1,0,0,0,1,1
R$ 3.200.000,Agronômica,348,4,2,2,,5,0,0,0,0,0,1,1,1
R$ 2.500.000,,209,3,1,2,1,3,0,0,1,0,0,0,1,1
R$ 8.500.000,Agronômica,381,4,4,3,,7,1,0,1,0,0,0,0,1
R$ 10.200.000,Agronômica,316,4,4,4,,6,0,0,1,0,0,0,1,1
R$ 9.480.000,Agronômica,316,4,4,4,,4,0,0,0,0,0,0,0,0
R$ 14.490.000,Agronômica,200,3,3,3,12,5,1,0,1,1,1,1,1,1
R$ 1.641.143,Itacorubi,101,3,1,2,99,2,1,1,1,1,1,1,1,1
R$ 2.150.000,Itacorubi,122,,1,2,7,,1,1,1,1,1,1,1,1
R$ 5.400.000,Agronômica,169,3,3,2,,2,1,1,1,1,1,1,1,1
R$ 14.669.000,Agronômica,309,4,0,4,,6,0,0,0,0,0,0,0,0
R$ 3.300.000,Agronômica,221,3,3,3,,4,0,0,0,0,0,0,0,0
R$ 2.700.000,Agronômica,237,3,2,2,,2,1,0,1,0,0,1,0,0
R$ 3.200.000,Estreito,159,3,3,2,14,4,0,0,0,0,1,1,0,0
R$ 7.500.000,Agronômica,209,3,3,3,,4,1,1,1,1,1,1,1,1
R$ 1.550.000,Canto,114,3,1,3,1,2,1,1,0,0,0,1,0,0
R$ 4.250.000,Agronômica,131,3,3,2,,5,1,1,1,1,1,0,1,1
R$ 4.450.000,Agronômica,131,3,3,2,3,4,0,0,0,0,0,0,1,0
R$ 3.000.000,Agronômica,157,3,1,2,1,4,1,0,0,0,0,0,1,0
R$ 615.000,Trindade,30,1,0,1,,1,0,0,0,0,1,0,0,0
R$ 3.379.000,Estreito,159,3,3,3,,4,1,0,0,1,1,1,0,0
R$ 2.400.000,Itacorubi,227,,3,4,,,1,0,1,1,1,1,1,1
R$ 1.600.000,Agronômica,121,3,1,2,7,3,1,0,1,1,0,1,0,0
R$ 2.945.000,Centro,236,3,3,2,9,5,1,0,1,1,0,0,1,0
R$ 1.695.000,Itacorubi,99,3,1,2,,2,0,0,0,0,1,1,1,1
R$ 590.000,Trindade,33,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 2.990.000,Trindade,180,3,2,3,,5,1,1,1,0,0,1,0,1
R$ 2.490.000,Agronômica,265,4,1,2,,5,0,0,0,0,0,0,0,1
R$ 1.179.000,Agronômica,85,3,1,1,99,2,1,1,1,1,1,1,1,1
R$ 600.000,Trindade,30,1,0,1,3,1,1,0,0,1,0,0,1,0
R$ 560.000,Trindade,30,1,1,1,,1,1,1,0,0,1,0,0,0
R$ 3.450.000,Agronômica,149,3,3,2,,4,0,0,1,0,0,0,0,0
R$ 10.600.000,Agronômica,502,6,6,0,,7,0,0,0,0,0,0,0,0
R$ 2.850.000,Agronômica,236,4,2,2,,5,1,0,0,1,1,1,1,1
