preco,bairro,area,quartos,suites,vagas,andar,banheiros,salao de festas,mobiliado,varanda,academia,espaco gourmet,playground,churrasqueira,piscina
R$ 3.180.263,Cacupé,172,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 2.890.000,Cacupé,165,3,3,0,1,1,1,0,0,1,1,1,0,1
R$ 1.159.138,Campeche,48,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 891.000,Bom Abrigo,109,3,1,1,,1,0,0,0,0,0,0,0,0
R$ 720.000,Campeche,53,1,0,1,,1,0,0,0,0,1,0,1,1
R$ 1.700.000,Morro das Pedras,120,2,1,2,2,2,1,0,1,1,1,0,1,1
R$ 1.709.810,Cachoeira do Bom Jesus,110,2,2,1,,2,1,0,1,0,0,1,1,1
R$ 1.736.000,Campeche,74,2,1,2,2,2,1,0,1,1,1,1,1,0
R$ 2.147.177,Cacupé,105,3,1,2,,1,1,0,1,1,1,0,0,0
R$ 1.500.000,São João do Rio Vermelho,240,7,7,10,,7,0,0,0,0,0,0,0,0
R$ 1.490.000,Campeche,86,2,2,2,,3,0,0,1,0,0,0,1,1
R$ 760.000,Carvoeira,43,1,0,1,,1,1,0,0,0,0,1,0,0
R$ 2.590.000,Pântano do Sul,237,3,3,1,,5,0,0,1,0,0,0,0,0
R$ 1.106.580,Morro das Pedras,69,2,1,1,3,2,1,0,1,1,1,1,1,1
R$ 2.098.400,Cacupé,128,3,3,2,,4,1,0,1,0,1,1,1,1
R$ 1.690.000,Campeche,87,2,2,2,1,3,1,1,1,1,1,0,1,0
R$ 2.900.000,Campeche,168,3,1,2,,2,1,0,0,1,1,1,1,1
R$ 2.299.000,Campeche,115,2,2,2,1,3,1,0,1,0,1,1,1,1
R$ 920.000,Bom Abrigo,96,3,1,1,,1,0,0,0,0,0,0,0,0
R$ 445.190,Campeche,25,1,1,1,1,1,0,0,0,0,0,0,1,0
R$ 1.400.000,Campeche,73,2,1,2,2,1,0,1,1,0,0,0,1,1
R$ 1.700.000,Campeche,144,2,1,2,,2,0,0,1,0,0,0,1,1
R$ 2.105.000,Ponta das Canas,224,4,3,2,,1,0,0,0,0,0,0,0,0
R$ 375.000,Carvoeira,21,1,0,0,4,1,0,1,0,0,0,0,0,0
R$ 700.000,Campeche,31,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 1.340.000,Campeche,78,2,1,2,,2,1,1,1,1,1,1,1,1
R$ 490.388,Cachoeira do Bom Jesus,22,1,0,0,2,1,1,0,1,0,0,1,0,0
R$ 899.000,Cachoeira do Bom Jesus,51,1,0,0,,1,0,0,0,1,0,0,0,1
R$ 1.600.000,Campeche,91,3,1,2,2,2,1,0,1,0,0,0,0,0
R$ 1.050.000,Campeche,69,2,1,1,2,2,0,0,1,0,0,0,0,0
R$ 1.500.000,Campeche,79,2,2,1,,1,0,0,0,0,0,0,0,0
R$ 2.718.687,Praia Brava,102,2,2,1,,3,1,0,1,1,1,1,1,0
R$ 2.250.000,Campeche,124,2,2,2,2,3,0,0,1,0,0,0,1,0
R$ 1.443.480,Cacupé,97,3,0,1,,1,1,0,0,1,0,1,0,0
R$ 2.950.000,Campeche,113,2,2,2,1,3,1,1,1,1,1,0,1,1
R$ 889.000,Campeche,40,1,1,1,,2,1,0,0,0,1,0,1,1
R$ 910.000,Carvoeira,43,1,0,1,,2,0,1,0,0,1,0,0,1
R$ 1.680.000,Campeche,150,2,1,2,1,2,1,1,0,1,1,1,1,0
R$ 2.112.478,Praia Brava,102,2,2,1,,3,1,0,1,1,1,1,1,0
R$ 2.450.000,Cachoeira do Bom Jesus,132,3,3,2,,5,0,0,1,0,0,0,1,0
R$ 3.754.994,Campeche,160,3,3,0,,4,1,0,1,1,1,1,0,0
R$ 820.000,Cachoeira do Bom Jesus,52,1,0,1,,1,0,1,1,0,0,0,0,0
R$ 3.053.233,Cacupé,308,3,3,3,,4,0,0,0,0,0,0,0,0
R$ 1.950.000,Ingleses do Rio Vermelho,200,4,2,2,3,4,0,1,1,1,0,0,1,1
R$ 1.290.000,Campeche,75,2,1,1,2,2,1,1,1,1,0,0,0,1
R$ 1.497.000,Cacupé,72,2,1,1,,2,1,1,1,0,1,1,1,1
R$ 2.750.000,Campeche,119,2,1,1,3,1,1,0,1,1,1,0,1,1
R$ 1.550.000,Campeche,97,3,1,2,2,3,0,0,1,0,0,1,1,1
R$ 1.600.000,Campeche,77,1,1,1,,2,0,0,1,0,0,0,1,0
R$ 813.321,Campeche,37,1,0,1,,1,1,0,0,0,1,0,0,1
R$ 1.170.000,Campeche,90,1,0,1,,1,1,1,0,1,0,0,1,0
R$ 1.600.000,Campeche,91,3,1,2,,2,1,0,1,0,0,0,0,0
R$ 1.440.000,Campeche,92,3,1,2,,1,0,0,0,0,0,0,0,0
R$ 850.000,Campeche,49,1,1,1,1,1,0,0,1,0,0,0,1,1
R$ 1.480.000,Campeche,79,2,1,2,,2,1,0,1,0,1,1,1,1
R$ 900.000,Praia Brava,67,2,1,0,2,1,0,0,0,0,0,0,0,0
R$ 1.440.000,Campeche,90,3,1,2,,1,0,0,0,0,0,0,0,0
R$ 1.010.000,Campeche,41,1,0,1,,1,1,0,0,0,1,0,0,1
R$ 1.000.000,Campeche,69,1,1,1,1,2,1,0,1,1,1,0,0,0
R$ 720.000,Cacupé,30,1,0,1,,1,1,0,0,1,1,0,1,1
R$ 480.000,Ribeirão da Ilha,29,1,0,0,1,1,1,0,0,0,0,0,0,0
R$ 1.450.000,Campeche,138,2,2,1,,3,1,1,1,0,0,0,1,0
R$ 1.950.000,Campeche,91,3,1,2,2,3,1,1,1,0,1,0,1,0
R$ 1.450.000,Cachoeira do Bom Jesus,91,2,2,1,,3,0,0,1,0,0,0,1,0
R$ 1.272.000,Campeche,84,2,1,1,1,2,0,0,0,0,0,0,1,1
R$ 3.200.000,Praia Brava,142,4,2,3,,3,0,0,1,0,0,0,0,0
R$ 583.000,Campeche,42,1,1,0,3,1,1,0,0,1,1,0,1,1
R$ 840.000,Cachoeira do Bom Jesus,50,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 478.000,Carvoeira,31,1,0,1,6,1,1,0,0,1,1,0,0,0
R$ 1.400.000,Campeche,70,,1,1,,,1,1,1,1,1,1,1,1
R$ 2.600.000,Campeche,177,3,2,3,,3,1,1,1,1,1,0,1,1
R$ 365.000,Carvoeira,25,1,1,0,4,1,0,1,0,0,0,0,0,0
R$ 1.218.000,Cacupé,77,2,1,1,6,2,1,0,1,1,1,1,1,0
R$ 800.000,Campeche,42,1,0,1,,1,0,0,0,0,1,1,0,1
R$ 1.590.000,Campeche,70,2,1,1,1,2,1,0,0,0,0,0,0,0
R$ 2.050.000,Lagoa da Conceição,159,3,1,2,,2,1,0,1,0,0,0,1,0
R$ 1.700.000,Morro das Pedras,89,2,1,2,,2,1,0,0,0,1,1,1,1
R$ 1.600.000,Campeche,91,3,1,2,2,2,1,0,1,0,0,0,1,0
R$ 2.125.865,Cacupé,142,3,1,1,,2,1,0,0,1,0,0,0,0
R$ 1.200.000,Lagoa da Conceição,77,1,1,0,,1,1,0,0,0,1,0,1,0
R$ 1.190.000,Campeche,113,3,1,2,,3,0,0,1,0,0,0,0,0
R$ 1.280.000,Cacupé,77,2,1,1,,2,1,0,1,1,1,1,1,1
R$ 1.350.000,Campeche,80,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 3.015.524,Cacupé,267,3,3,2,,4,1,0,0,1,0,1,1,1
R$ 790.000,Campeche,44,1,1,1,,2,1,0,0,0,1,1,0,1
R$ 989.000,Cachoeira do Bom Jesus,78,2,1,1,,1,0,0,1,0,0,0,1,1
R$ 5.950.366,Praia Brava,162,3,3,3,,4,1,0,1,0,1,1,1,1
R$ 950.000,Bom Abrigo,126,3,1,1,1,2,1,0,0,1,0,1,0,0
R$ 1.990.000,Campeche,120,2,1,2,,2,1,1,0,0,1,0,1,1
R$ 1.280.000,Rio Tavares,83,3,1,1,2,2,0,1,0,0,1,0,0,1
R$ 795.000,Campeche,44,1,1,1,,2,1,0,0,0,1,0,1,1
R$ 1.990.000,Lagoa da Conceição,163,3,1,1,,3,0,0,0,0,0,0,0,0
R$ 752.355,Lagoa da Conceição,46,1,1,1,2,2,1,0,0,1,1,0,1,1
R$ 8.670.000,Lagoa da Conceição,380,4,4,4,,5,0,0,0,0,0,0,0,0
R$ 1.400.000,Lagoa da Conceição,77,1,1,1,2,2,1,0,0,1,1,1,1,1
R$ 1.200.000,Campeche,114,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.339.495,Cacupé,71,2,1,1,8,2,0,1,0,0,0,0,0,0
R$ 4.200.000,Cacupé,178,3,3,4,,5,1,0,1,1,1,1,1,1
R$ 2.400.000,Campeche,108,3,1,2,,3,1,1,0,1,0,0,0,1
R$ 934.920,Rio Tavares,67,1,0,0,3,1,1,0,1,0,1,0,1,1
R$ 885.000,Praia Brava,64,2,0,1,1,1,1,0,1,0,0,1,1,0
R$ 1.290.000,Campeche,76,2,1,1,,2,1,1,1,0,1,1,1,1
R$ 750.000,Morro das Pedras,40,1,0,1,,1,0,1,0,0,0,0,0,0
R$ 789.000,Campeche,45,1,0,1,,1,0,1,0,0,0,0,0,1
R$ 1.490.000,Ingleses do Rio Vermelho,197,4,2,2,,1,0,0,0,0,0,0,0,0
R$ 2.055.000,Cacupé,109,2,1,1,,2,0,0,1,0,0,0,0,0
R$ 2.048.642,Campeche,98,3,1,1,,3,1,0,0,1,1,1,0,0
R$ 1.450.000,Campeche,85,2,1,2,2,2,0,1,0,0,0,0,1,1
R$ 2.500.000,Pântano do Sul,146,4,1,2,,3,1,1,0,0,1,0,1,0
R$ 690.000,Lagoa da Conceição,51,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 2.105.000,Ponta das Canas,224,4,3,2,,1,0,0,0,0,1,0,0,1
R$ 1.400.000,Lagoa da Conceição,79,1,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.350.000,Praia Brava,120,2,2,1,3,3,0,0,1,0,0,0,1,1
R$ 2.250.000,Campeche,138,2,1,2,3,2,1,1,0,1,1,0,1,0
R$ 1.200.000,Lagoa da Conceição,68,1,0,1,,1,1,1,1,1,1,1,0,0
R$ 2.000.000,Campeche,113,2,2,1,,3,0,0,0,0,0,0,0,0
R$ 660.000,Cachoeira do Bom Jesus,54,2,0,1,,1,0,1,0,0,0,0,1,1
R$ 1.475.000,Cachoeira do Bom Jesus,64,1,1,1,3,2,0,0,0,0,0,0,0,0
R$ 1.150.000,Campeche,66,2,0,1,,1,0,0,1,0,1,0,0,1
R$ 1.510.000,Pântano do Sul,112,3,1,2,1,2,0,0,1,0,0,0,1,0
R$ 1.190.000,Campeche,67,2,1,1,1,2,1,1,1,0,1,0,1,1
R$ 3.400.000,Campeche,150,3,3,2,1,4,1,1,1,0,1,0,1,1
R$ 1.749.000,Campeche,98,2,1,2,1,1,1,1,0,0,0,0,0,0
R$ 1.600.000,Campeche,91,3,1,2,2,2,1,0,1,0,0,0,1,0
R$ 1.280.000,Campeche,52,1,0,1,,1,1,0,1,0,0,1,1,1
R$ 1.400.000,Campeche,73,2,0,1,1,2,0,0,0,0,1,0,1,0
R$ 1.425.000,Pântano do Sul,94,3,1,1,2,3,1,0,1,1,1,0,0,0
R$ 830.000,Campeche,49,1,0,1,1,1,0,0,1,0,0,0,1,0
R$ 2.550.000,Carvoeira,243,3,1,2,,4,1,1,1,1,1,1,1,1
R$ 865.000,Lagoa da Conceição,71,1,0,1,3,2,0,0,1,0,0,0,0,0
R$ 1.950.000,Cacupé,168,4,3,2,2,3,1,1,1,1,1,1,1,1
R$ 1.723.000,Pântano do Sul,120,2,0,1,4,2,0,0,0,0,1,1,1,1
R$ 1.500.000,Campeche,81,3,1,0,,3,0,0,0,0,0,0,0,0
R$ 1.448.000,Campeche,85,2,0,2,,2,0,1,1,0,0,0,1,1
R$ 850.000,Campeche,62,2,0,0,,1,1,1,1,0,1,0,0,1
R$ 900.000,Campeche,42,1,0,1,,1,0,0,1,0,1,1,0,1
R$ 435.000,Lagoa da Conceição,23,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 1.340.000,Campeche,80,2,1,1,2,1,1,0,1,1,0,1,1,0
R$ 2.400.000,Rio Tavares,141,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 3.086.180,Canasvieiras,210,3,3,2,,3,1,0,1,1,1,1,1,1
R$ 2.500.000,Lagoa da Conceição,162,3,1,2,5,3,0,1,0,0,0,0,0,0
R$ 3.190.000,Cachoeira do Bom Jesus,145,3,3,2,,4,1,1,0,1,1,0,0,1
R$ 9.300.000,Praia Brava,207,4,4,4,,5,1,1,0,1,0,1,1,1
R$ 530.000,Santo Antônio de Lisboa,31,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 1.300.000,Campeche,81,3,1,2,,1,0,0,0,0,0,0,0,0
R$ 2.750.000,Campeche,108,3,1,2,1,3,0,0,0,0,0,0,1,0
R$ 1.300.000,Praia Brava,66,2,2,1,3,1,1,0,1,0,0,1,0,0
R$ 2.800.000,Campeche,128,2,2,2,1,3,1,1,1,0,1,0,1,0
R$ 1.086.455,Morro das Pedras,69,2,1,1,,2,0,0,0,0,0,0,0,1
R$ 3.600.000,Lagoa da Conceição,246,3,3,2,2,5,1,1,1,0,0,0,0,0
R$ 2.000.000,Campeche,87,3,1,2,1,2,1,1,1,1,1,1,1,1
R$ 1.200.000,Campeche,46,1,1,1,2,1,1,1,1,1,1,0,0,0
R$ 1.200.000,Lagoa da Conceição,49,1,0,1,,1,0,0,0,1,0,0,0,1
R$ 925.000,Campeche,44,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 2.190.000,Rio Tavares,141,3,1,2,,2,0,0,1,0,0,0,1,1
R$ 2.332.000,Cacupé,169,4,3,2,,4,1,1,1,0,0,1,0,0
R$ 1.150.000,Campeche,114,3,1,1,,2,0,0,0,1,1,0,0,1
R$ 1.600.000,Bom Abrigo,134,3,1,2,,2,0,0,0,0,0,1,1,1
R$ 3.400.000,Cachoeira do Bom Jesus,141,3,3,2,,3,0,0,1,0,0,0,0,0
R$ 3.180.000,Bom Abrigo,188,,1,2,,,0,1,0,0,0,0,1,0
R$ 830.000,Campeche,49,,0,1,,,1,1,1,1,1,1,1,1
R$ 1.750.000,Campeche,91,3,0,0,,3,0,0,0,0,0,0,0,0
R$ 1.200.000,Lagoa da Conceição,52,1,0,1,,1,1,1,1,1,0,1,1,1
R$ 1.380.000,Saco Grande,176,3,1,2,1,3,1,0,1,1,1,1,0,1
R$ 1.705.000,Lagoa da Conceição,137,3,3,2,,2,1,0,1,0,0,0,1,0
R$ 799.000,Campeche,44,1,0,1,,1,0,0,1,0,0,0,0,0
R$ 1.200.000,Cachoeira do Bom Jesus,74,2,1,1,2,2,0,0,1,1,1,1,1,1
R$ 1.645.000,Campeche,116,2,1,1,1,2,0,0,1,0,0,0,0,0
R$ 2.890.000,Cacupé,165,3,3,0,1,1,1,0,0,1,1,1,0,0
R$ 2.870.000,Campeche,100,3,1,2,,2,1,0,1,0,1,0,1,1
R$ 6.352.022,Praia Brava,215,4,4,3,,5,1,0,1,1,1,1,1,0
R$ 790.000,Campeche,43,1,0,1,3,1,1,0,0,0,1,1,1,1
R$ 1.000.000,Campeche,42,1,1,1,2,2,1,0,1,0,1,0,0,0
R$ 3.097.469,Cachoeira do Bom Jesus,132,3,3,2,,4,0,0,1,0,0,0,0,0
R$ 1.190.157,Cacupé,71,2,1,1,,2,1,0,0,0,1,1,0,0
R$ 799.000,Campeche,44,1,1,1,,1,1,0,0,0,0,0,0,0
R$ 1.600.000,Campeche,92,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 4.300.000,Praia Brava,180,4,4,3,,6,0,0,0,0,0,0,0,0
R$ 4.500.000,Lagoa da Conceição,550,4,4,4,,6,0,1,1,0,0,0,1,1
R$ 1.450.000,Campeche,71,2,1,1,,2,1,0,1,0,0,1,1,1
R$ 1.600.000,Campeche,87,2,2,2,1,3,1,1,0,1,1,1,1,0
R$ 3.150.000,Canasvieiras,132,3,3,2,,5,1,1,1,1,1,1,1,1
R$ 884.674,Campeche,27,1,1,2,,2,1,0,1,0,1,0,0,1
R$ 10.480.000,Lagoa da Conceição,503,4,4,4,,1,0,0,0,0,0,0,0,0
R$ 1.290.000,Morro das Pedras,72,2,1,1,4,2,1,0,1,1,1,1,1,1
R$ 1.800.000,Praia Brava,79,3,1,1,1,2,0,0,0,0,0,0,0,0
R$ 599.000,Cachoeira do Bom Jesus,58,2,0,0,,1,0,0,0,0,0,0,0,0
R$ 3.349.924,Cacupé,188,3,3,2,,3,0,0,1,1,0,0,0,0
R$ 1.250.000,Santo Antônio de Lisboa,44,1,1,1,2,2,0,1,0,0,1,0,0,0
R$ 2.280.953,Cacupé,89,3,2,1,6,3,0,0,1,0,0,0,1,1
R$ 735.000,Campeche,42,1,1,1,,1,0,0,0,0,0,0,0,0
R$ 920.000,Bom Abrigo,96,3,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.060.000,Campeche,53,1,1,2,1,1,1,1,1,1,1,1,1,1
R$ 760.000,Carvoeira,56,1,0,1,,1,0,1,1,0,0,1,1,1
R$ 1.350.000,Campeche,70,2,1,1,1,2,0,0,1,0,0,0,1,1
R$ 1.174.118,Cacupé,70,2,1,0,3,2,1,0,0,0,0,1,1,1
R$ 2.090.000,Praia Brava,102,2,2,1,4,3,1,0,0,0,1,1,1,0
R$ 1.190.000,Campeche,113,3,1,2,2,1,0,0,1,1,1,0,1,0
R$ 590.000,Cachoeira do Bom Jesus,38,1,0,1,,1,1,0,1,1,1,1,1,1
R$ 910.000,Ponta das Canas,83,2,1,0,2,2,0,0,1,0,0,1,0,0
R$ 867.316,Santo Antônio de Lisboa,42,1,1,1,3,1,0,0,1,1,0,1,1,1
R$ 1.340.000,Campeche,78,2,1,2,1,2,1,1,1,1,0,1,0,0
R$ 1.100.000,Cachoeira do Bom Jesus,104,3,1,2,1,2,0,0,1,0,0,0,1,1
R$ 1.340.000,Campeche,80,2,1,1,,2,1,0,0,1,1,1,1,1
R$ 1.521.943,Cacupé,96,3,2,2,,2,0,0,0,0,0,0,0,0
R$ 1.100.000,Campeche,52,1,0,1,,1,1,1,1,1,1,0,0,0
R$ 1.470.000,Campeche,138,2,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.250.000,Campeche,71,2,1,2,1,2,0,1,1,0,0,0,1,1
R$ 1.350.000,Campeche,75,2,1,2,,2,1,0,0,0,1,1,1,1
R$ 5.000.000,Cachoeira do Bom Jesus,318,4,4,3,3,5,1,0,1,1,1,1,1,1
R$ 2.240.000,Rio Tavares,170,3,1,2,3,2,0,0,1,0,0,0,0,0
R$ 780.000,Lagoa da Conceição,52,1,1,1,,1,1,0,0,0,1,1,0,0
R$ 1.010.508,Campeche,63,1,0,1,,1,0,0,0,0,0,1,1,1
R$ 1.480.000,Campeche,73,2,1,2,,2,0,0,0,0,0,0,0,0
R$ 875.000,Campeche,40,1,0,1,,1,0,1,0,0,1,0,1,0
R$ 1.380.000,Saco Grande,176,3,1,2,,3,1,1,1,1,1,1,0,1
R$ 1.500.000,Praia Brava,140,3,1,1,1,2,0,1,1,0,0,0,1,1
R$ 910.000,Campeche,40,1,0,1,,1,1,0,0,1,1,0,1,1
R$ 2.680.000,Pântano do Sul,237,3,3,1,,5,0,1,1,0,0,0,1,0
R$ 1.700.000,Campeche,88,2,1,1,,2,1,0,1,0,1,1,1,1
R$ 1.280.000,Ribeirão da Ilha,164,2,1,2,,2,0,0,0,0,0,0,0,0
R$ 2.027.890,Cacupé,105,3,1,2,1,2,1,0,1,1,1,1,1,1
R$ 1.896.357,Cachoeira do Bom Jesus,102,3,3,0,,1,1,0,0,1,1,1,1,1
R$ 1.440.000,Campeche,91,3,1,2,,2,0,1,0,0,0,0,0,0
R$ 1.090.000,Campeche,91,3,1,2,,2,1,1,0,1,0,0,0,0
R$ 1.380.000,Praia Brava,175,3,1,1,,3,0,1,1,0,0,0,0,0
R$ 1.450.000,Campeche,72,2,1,1,,2,0,0,1,1,0,1,0,1
R$ 1.532.235,Morro das Pedras,97,3,1,1,2,2,1,0,1,1,1,1,1,1
R$ 998.000,Campeche,48,1,1,1,,2,0,0,1,0,0,0,1,1
R$ 3.300.000,Praia Brava,141,3,2,3,,3,1,1,1,0,0,1,1,1
R$ 1.750.000,Morro das Pedras,92,2,1,2,,2,1,1,1,0,1,1,1,1
R$ 695.000,Campeche,41,1,0,1,5,1,1,0,1,1,1,0,0,0
R$ 1.480.000,Campeche,71,2,1,1,,2,1,0,0,0,1,1,1,1
R$ 950.000,Lagoa da Conceição,52,1,1,1,2,2,1,0,0,1,1,1,0,0
R$ 790.000,Campeche,45,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 815.000,Bom Abrigo,108,4,0,4,,3,0,0,0,0,0,0,0,0
R$ 1.590.000,Lagoa da Conceição,138,3,3,1,1,5,1,0,1,0,0,0,0,0
R$ 1.340.000,Campeche,80,2,1,1,2,2,1,0,1,1,1,1,1,0
R$ 390.000,Campeche,22,1,0,0,1,1,0,0,0,0,0,0,0,1
R$ 1.200.000,Campeche,48,1,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.100.000,Campeche,73,,1,1,,,1,1,1,1,0,0,0,0
R$ 1.400.000,Lagoa da Conceição,77,1,1,1,2,1,1,0,0,1,1,1,0,0
R$ 1.700.000,Praia Brava,102,4,2,2,1,3,1,1,0,0,0,0,1,1
R$ 695.000,Campeche,36,1,0,1,,1,1,0,1,1,1,0,0,0
R$ 3.200.000,Itaguaçu,174,2,2,2,5,1,0,0,1,1,1,0,1,1
R$ 1.550.000,Campeche,70,2,1,1,,3,1,1,1,1,1,1,1,1
R$ 820.000,Lagoa da Conceição,52,1,1,1,,1,1,0,0,0,1,1,0,0
R$ 1.990.000,Campeche,105,3,1,2,1,3,1,0,1,0,1,0,1,1
R$ 3.750.000,Campeche,210,3,3,0,,5,1,0,1,0,0,0,1,0
R$ 884.675,Campeche,28,1,1,2,,2,1,0,1,0,1,0,0,0
R$ 4.226.764,Praia Brava,159,3,3,2,,4,1,0,1,1,1,1,1,0
R$ 2.660.000,Campeche,149,3,3,1,,5,1,0,0,0,0,1,0,1
R$ 2.150.000,Campeche,122,3,1,0,,1,1,0,0,0,1,1,1,0
R$ 1.750.000,Campeche,103,3,1,2,2,2,1,1,1,0,1,1,1,0
R$ 780.000,Cacupé,52,1,0,1,,1,1,0,0,0,0,0,1,1
R$ 1.290.000,Morro das Pedras,79,2,1,1,2,1,0,1,1,1,1,0,1,1
R$ 1.580.000,Cachoeira do Bom Jesus,89,2,2,1,2,3,0,0,0,0,0,0,0,0
R$ 1.510.000,Pântano do Sul,112,3,1,2,,2,0,0,0,0,0,0,1,0
R$ 1.198.000,Lagoa da Conceição,68,1,0,1,,1,1,1,0,1,0,1,1,1
R$ 2.000.000,Campeche,152,3,2,1,,3,0,1,1,0,1,0,1,1
R$ 2.172.116,Cacupé,127,2,2,1,4,3,0,0,0,1,0,0,1,1
R$ 4.420.000,Morro das Pedras,260,3,1,2,,2,1,0,1,0,0,0,1,1
R$ 463.995,Cachoeira do Bom Jesus,29,1,0,1,1,1,1,0,0,0,0,1,0,1
R$ 2.930.682,Cacupé,176,3,3,1,,1,1,0,0,0,1,1,1,0
R$ 1.195.000,Campeche,66,2,0,2,,2,0,0,0,0,0,0,0,0
R$ 740.000,Lagoa da Conceição,45,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 3.149.456,Cacupé,233,3,3,3,,3,0,0,0,1,1,0,0,0
R$ 1.150.000,Praia Brava,75,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 925.000,Campeche,44,1,1,1,2,1,0,0,0,0,0,0,0,0
R$ 4.890.000,Campeche,304,3,3,2,,1,1,0,1,1,0,1,1,0
R$ 3.274.635,Cachoeira do Bom Jesus,128,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 1.697.413,Lagoa da Conceição,85,2,1,0,,1,0,0,1,0,1,0,1,0
R$ 10.900.000,Lagoa da Conceição,503,3,3,1,,5,1,0,0,0,1,0,1,1
R$ 3.200.000,Rio Tavares,161,4,4,4,4,5,0,1,1,0,1,0,1,1
R$ 1.549.000,Campeche,135,,1,2,,2,1,1,1,1,1,1,1,1
R$ 7.180.000,Cacupé,582,3,3,6,,1,0,1,1,0,0,0,0,1
R$ 1.890.000,Campeche,98,3,1,2,1,2,0,1,1,0,0,0,1,1
R$ 1.195.000,Campeche,72,2,1,1,3,2,1,0,0,1,1,1,0,1
R$ 1.600.000,Campeche,90,3,1,2,,2,1,0,0,0,0,0,1,0
R$ 1.852.400,Campeche,84,2,0,1,2,1,1,0,0,1,1,1,0,0
R$ 1.099.000,Carvoeira,114,2,2,1,1,3,1,0,0,0,0,0,1,0
R$ 730.000,Campeche,56,1,1,0,38,1,1,0,0,1,1,0,0,0
R$ 2.200.000,Campeche,114,2,2,2,,3,1,0,0,0,1,1,1,1
R$ 1.990.000,Campeche,101,3,1,2,,2,0,1,1,0,0,0,0,0
R$ 1.650.000,Campeche,86,2,2,2,,1,0,0,0,0,0,0,0,0
R$ 1.550.000,Cachoeira do Bom Jesus,74,2,1,1,1,2,0,1,1,1,1,1,1,1
R$ 1.500.000,Campeche,77,2,2,1,,3,0,0,0,0,0,0,0,0
R$ 2.100.000,Campeche,120,2,1,2,,3,0,0,0,0,0,0,0,0
R$ 1.063.137,Campeche,68,2,0,1,3,1,0,0,0,0,0,0,0,0
R$ 2.000.000,Campeche,126,4,1,2,,3,1,0,0,0,0,0,0,0
R$ 2.000.000,Campeche,113,2,2,1,,3,0,0,0,0,0,0,0,0
R$ 1.400.000,Pântano do Sul,110,2,1,1,,2,0,0,0,0,0,1,1,1
R$ 750.000,Morro das Pedras,40,1,0,1,1,1,0,1,0,0,0,0,0,0
R$ 849.000,Campeche,45,1,0,1,2,1,1,0,0,1,1,0,0,1
R$ 745.000,Campeche,36,1,0,0,,1,0,0,0,0,0,0,0,0
R$ 1.173.682,Santo Antônio de Lisboa,64,1,1,1,,1,0,0,1,1,0,1,1,1
R$ 1.950.000,Campeche,100,3,1,2,,2,0,0,1,0,0,0,1,0
R$ 2.100.000,Campeche,84,2,1,1,,2,1,0,1,1,1,1,1,0
R$ 2.578.545,Cachoeira do Bom Jesus,124,3,3,2,,3,0,0,0,0,0,0,0,0
R$ 1.100.000,Campeche,47,2,1,1,2,2,1,0,1,0,1,0,1,0
R$ 1.180.000,Campeche,57,1,0,1,1,1,1,0,1,0,1,1,0,0
R$ 1.532.235,Morro das Pedras,97,3,1,0,,2,0,0,1,0,0,0,1,1
R$ 2.480.000,Campeche,108,3,0,3,,4,0,0,0,0,0,0,0,0
R$ 3.200.000,Cachoeira do Bom Jesus,144,3,3,2,,4,1,1,0,1,1,0,1,1
R$ 2.189.348,Lagoa da Conceição,85,2,2,1,1,1,1,0,1,0,1,1,0,1
R$ 1.500.000,Campeche,82,2,1,1,,2,0,1,0,0,0,0,1,0
R$ 1.456.000,Cacupé,83,2,1,1,5,2,0,0,0,0,0,0,0,0
R$ 1.780.000,Campeche,90,,1,1,,,1,1,1,1,1,1,1,1
R$ 2.948.370,Cachoeira do Bom Jesus,128,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 800.000,Campeche,43,1,0,1,2,1,0,0,1,1,1,1,0,0
R$ 1.480.000,Campeche,80,2,0,1,3,1,1,1,0,1,1,0,1,1
R$ 1.100.000,Campeche,51,1,1,2,,1,0,0,0,0,0,0,0,0
R$ 2.423.900,Campeche,223,5,0,0,,1,0,0,0,0,0,0,0,0
R$ 1.490.000,Campeche,138,2,2,1,2,3,0,1,1,0,1,0,1,1
